昵称,用户id,头像,身高,学历,省份,城市,出生年份,性别,交友宣言
夜色朦胧l,375007,http://img.7799520.com/data/attachment/avatar/201610/07/375007/avatar_big.jpg,158,高中,福建,厦门,1991,2,缘分天注定
余姑娘,374894,http://img.7799520.com/data/attachment/avatar/201610/07/374894/avatar_big.jpg,152,大专,广东,广州,1993,2,眼缘。。。
coco 萝,374865,http://img.7799520.com/data/attachment/avatar/201611/08/374865/avatar_big.jpg,163,大专,广东,深圳,1989,2,愿你我既可以朝九晚五，又能够浪迹天涯。
娟～～～,374732,http://img.7799520.com/data/attachment/avatar/201610/07/374732/avatar_big.jpg,156,高中,安徽,池州,1990,2,感情还是需要不断沟通才慢慢建立起来的吧。其实我错过了很多。为了家里。所以，现在真心想为自己找个好的人。对的人，在一起。
久遇美美,374723,http://img.7799520.com/data/attachment/avatar/201708/26/374723/59a0fcd5dadcb.jpg.thump.jpg,162,初中,广西,柳州,1992,2,"穿自己喜欢的衣服 
遇眼光相似的人


浪荡多情的外表
专一柔情的内心
☺️"
侳雍王城,374690,http://img.7799520.com/data/attachment/avatar/201610/07/374690/avatar_big.jpg,168,本科,福建,福州,1991,2,首先感谢你能读完我的独白，相信来到这个平台都是抱着同样的目的，首先祝福各位能早日达成所愿，有情人终成眷属。 我是今年毕业滴娃（留学一年），放弃保研机会，在福州上市公司上班，参加工作4个多月，工作轻松稳定，有上升空间，脾气好，待人友善。生活独立有规划，对自己要求较高，“严于律己，宽以待人\'是我一直以来的习惯，是一位知书达理，内外兼修的女孩，在学校、工作处理事情懂得站在对方角度考虑，因此人缘一直很好。希望对方有理想有追求，重点是情商要高些，懂得照顾自己，反应机灵，有车有房，对未来有规划。 因为一个人，所以周
彤彤啊哈,374602,http://img.7799520.com/data/attachment/avatar/201610/07/374602/avatar_big.jpg.thumb.jpg,158,本科,福建,福州,1991,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗?
囧轰轰,374414,http://img.7799520.com/data/attachment/avatar/201610/07/374414/avatar_big.jpg,155,本科,广东,深圳,1989,2,"我对男朋友的要求并不高 
就是我俩走在一起 
别人会说
“这男的瞎了眼吧看上她了”
这就够了"
halin,374409,http://img.7799520.com/data/attachment/avatar/201610/07/374409/avatar_big.jpg,152,本科,湖南,长沙,1989,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
Amy tan,374098,http://img.7799520.com/data/attachment/avatar/201610/06/374098/avatar_big.jpg,156,大专,广东,深圳,1994,2,害羞的我一直没有找到自己的另一半，期待在这里找到属于自己的那份爱。
悠悠daybreak,374076,http://img.7799520.com/data/attachment/avatar/201610/06/374076/avatar_big.jpg,150,大专,广东,广州,1988,2,执子之手
刘刘@,374067,http://img.7799520.com/data/attachment/avatar/201704/06/374067/58e63956d3abd.jpg.thumb.jpg,163,本科,福建,福州,1987,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
4207wei976xin09,374063,http://img.7799520.com/data/attachment/avatar/201610/11/374063/avatar_big.jpg.thumb.jpg,170,大专,广东,深圳,1990,2,在此输入可直接对话
Wendy1110,374020,http://img.7799520.com/data/attachment/avatar/201610/06/374020/avatar_big.jpg,160,大专,福建,厦门,1989,2,害羞的我一直没有找到自己的另一半，期待在这里找到属于自己的那份爱。
我等的人在哪,374010,http://img.7799520.com/data/attachment/avatar/201610/06/374010/avatar_big.jpg,160,本科,湖南,长沙,1991,2,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在我主良缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里，在一个我还不曾到达的角落，在一个我们的目光不曾交汇的地方。
严xiaoli,374001,http://img.7799520.com/data/attachment/avatar/201610/06/374001/avatar_big.jpg.thumb.jpg,162,本科,江苏,镇江,1985,2,接受不了，没有上进心，没有责任心，没有孝心的，没有自信的男人，非诚勿扰
camille心茹,373940,http://img.7799520.com/2018-02-11-1518299734-7536cjiG.png,160,初中,山东,菏泽,1991,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
韩小兮,373934,http://img.7799520.com/data/attachment/avatar/201610/06/373934/avatar_big.jpg,157,高中,湖南,长沙,1990,2,韩小兮
sunflower,373886,http://img.7799520.com/data/attachment/avatar/201610/06/373886/avatar_big.jpg,160,本科,广东,深圳,1991,2,阳光下像个孩子，风雨里是个大人
汤美玉,373789,http://img.7799520.com/data/attachment/avatar/201610/06/373789/avatar_big.jpg,159,本科,浙江,杭州,1986,2,河水清且涟漪。
薇薇风,373722,http://img.7799520.com/data/attachment/avatar/201610/06/373722/avatar_big.jpg,161,本科,湖南,长沙,1982,2,你不来，我不走
苏小桂,373652,http://img.7799520.com/data/attachment/avatar/201610/06/373652/avatar_big.jpg,155,初中,广东,深圳,1996,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
乔巴啦啦啦啦,373544,http://img.7799520.com/data/attachment/avatar/201610/05/373544/avatar_big.jpg,155,本科,福建,厦门,1992,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
海上生明月,373511,http://img.7799520.com/data/attachment/avatar/201610/05/373511/avatar_big.jpg,162,本科,广东,广州,1991,2,愿得一人心，白首不分离
Ding_,373501,http://img.7799520.com/data/attachment/avatar/201610/05/373501/avatar_big.jpg,159,本科,广东,广州,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
映日荷花,373446,http://img.7799520.com/data/attachment/avatar/201610/05/373446/avatar_big.jpg,163,大专,广东,广州,1966,2,遇见你是一种缘分，陪伴你是一份幸福，如果你想念，我就会来到你的身边，如果你愿意，我就会一生为你守候。
期待缘分的到来,373430,http://img.7799520.com/b073110f-431e-4c73-978d-d4b446b5dd39,158,初中,河南,南阳,1987,2,转角遇到真心的爱…………
许豆豆,373386,http://img.7799520.com/data/attachment/avatar/201610/05/373386/avatar_big.jpg,163,本科,福建,厦门,1991,2,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在我主良缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里，在一个我还不曾到达的角落，在一个我们的目光不曾交汇的地方。
乐乐1211,373289,http://img.7799520.com/data/attachment/avatar/201610/05/373289/avatar_big.jpg,161,本科,广东,广州,1990,2,嗯
阿甘变苗苗,373276,http://img.7799520.com/data/attachment/avatar/201610/05/373276/avatar_big.jpg,170,大专,湖南,长沙,1995,2,寂寞
唐英,373196,http://img.7799520.com/data/attachment/avatar/201610/05/373196/avatar_big.jpg,165,高中,湖南,长沙,1994,2,找个能结婚的
西子酱,373145,http://img.7799520.com/data/attachment/avatar/201610/05/373145/avatar_big.jpg,162,大专,广东,东莞,1987,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
zimo,373128,http://img.7799520.com/data/attachment/avatar/201610/05/373128/avatar_big.jpg.thumb.jpg,162,大专,福建,福州,1986,2,同城的朋友，你好，第一次来到这，有点陌生也有点期待，其实我一直很想知道在网上能否有真心的朋友，生活中总会有很多不开心的事情，无法向身边的人诉说，网络能成为一个倾诉的平台吗？期待......
niiicole,373127,http://img.7799520.com/data/attachment/avatar/201610/05/373127/avatar_big.jpg,156,本科,广东,深圳,1986,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
茉莉香片,373035,http://img.7799520.com/data/attachment/avatar/201610/05/373035/avatar_big.jpg,160,本科,福建,福州,1984,2,简单就好。
玲珑姑娘,372926,http://img.7799520.com/data/attachment/avatar/201610/05/372926/avatar_big.jpg,160,大专,广东,广州,1993,2,内心奔放，外表矜持的姑娘，都是男人眼里的女神。而内心矜持，外表奔放的姑娘，都是男人身边的兄弟。
王玲1988,372804,http://img.7799520.com/data/attachment/avatar/201610/04/372804/avatar_big.jpg,155,大专,广东,惠州,1988,2,不求大富大贵，但求心心相对！
吴丽艳,372739,http://img.7799520.com/data/attachment/avatar/201610/04/372739/avatar_big.jpg.thumb.jpg,165,大专,上海,上海,1991,2,我性格是属于外向的，豪爽，脾气好的，不过说话比较直白哈，我的
李雅琪…………,372692,http://img.7799520.com/data/attachment/avatar/201610/04/372692/avatar_big.jpg,159,本科,浙江,杭州,1996,2,宁愿孤独到苟延残喘，也不愿做谁羁绊
燕Zi,372664,http://img.7799520.com/data/attachment/avatar/201610/04/372664/avatar_big.jpg,163,本科,北京,北京,1982,2,给自己的感情，画到彩虹
子煜,372609,http://img.7799520.com/3ad6ba30-8e4e-4e0c-837a-bb385bb33c89,163,大专,湖南,长沙,1983,2,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在我主良缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里，在一个我还不曾到达的角落，在一个我们的目光不曾交汇的地方。
墨墨12,372599,http://img.7799520.com/data/attachment/avatar/201610/04/372599/avatar_big.jpg,163,大专,湖南,长沙,1986,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
嗪小静,372548,http://img.7799520.com/data/attachment/avatar/201610/04/372548/avatar_big.jpg,160,硕士,浙江,杭州,1989,2,随缘…
无忧梦,372387,http://img.7799520.com/data/attachment/avatar/201610/04/372387/avatar_big.jpg,165,大专,广东,中山,2015,2,我的那位他、你在哪？
钱万缘,372366,http://img.7799520.com/data/attachment/avatar/201610/04/372366/avatar_big.jpg,160,高中,广东,广州,1994,2,生活中工作太忙，希望在这遇上那个有梦想的他
一片生机,372342,http://img.7799520.com/data/attachment/avatar/201610/04/372342/avatar_big.jpg,153,高中,福建,厦门,1989,2,对整个世界来说，你是一个人，而对一个人来说，你就是整个世界。我会在这里等着你的到来，期待我们的爱情开花结果，期待把我们的小窝布置得浪漫温馨，一回到家就有幸福的感觉。
An琪,372145,http://img.7799520.com/data/attachment/avatar/201610/03/372145/avatar_big.jpg,157,大专,浙江,杭州,1988,2,遇见你是一种缘分，陪伴你是一份幸福，如果你想念，我就会来到你的身边，如果你愿意，我就会一生为你守候。
梅朵er,372073,http://img.7799520.com/data/attachment/avatar/201610/03/372073/avatar_big.jpg,160,本科,北京,北京,1990,2,那个你，在哪里？
花楹花,371893,http://img.7799520.com/data/attachment/avatar/201610/03/371893/avatar_big.jpg,158,硕士,北京,北京,1986,2,愿得一人心，白首不相离
花楹,371866,http://img.7799520.com/data/attachment/avatar/201610/03/371866/avatar_big.jpg,175,硕士,北京,北京,1986,2,愿得一人心，白首不相离
一滴水0719,371818,http://img.7799520.com/data/attachment/avatar/201610/03/371818/avatar_big.jpg,158,大专,广东,深圳,1992,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
安妮Miss毛,371806,http://img.7799520.com/data/attachment/avatar/201610/03/371806/avatar_big.jpg,158,大专,浙江,杭州,1993,2,找一位有上进心的潜力股
倾城一笑为你,371719,http://img.7799520.com/data/attachment/avatar/201610/03/371719/avatar_big.jpg,158,大专,广东,惠州,1995,2,希望能找到一个互相包容，理解对方，真心过日子的人！
1039227570,371700,http://img.7799520.com/data/attachment/avatar/201610/03/371700/avatar_big.jpg,175,大专,福建,福州,1989,2,愿得一人心 白首不相离
Cindy柠檬茶,371563,http://img.7799520.com/data/attachment/avatar/201610/03/371563/avatar_big.jpg,159,硕士,广东,广州,1990,2,一切都简单同自然
L eesing,371550,http://img.7799520.com/data/attachment/avatar/201610/03/371550/avatar_big.jpg,158,大专,福建,厦门,1993,2,期待在这里找到属于自己的那份爱。
曦雨,371492,http://img.7799520.com/data/attachment/avatar/201610/02/371492/avatar_big.jpg,166,大专,广东,广州,1996,2,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在我主良缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里，在一个我还不曾到达的角落，在一个我们的目光不曾交汇的地方。
龙猫你在哪,371468,http://img.7799520.com/data/attachment/avatar/201610/02/371468/avatar_big.jpg,155,本科,江西,九江,1989,2,从不艳羡，只期待属于自己独一无二的他，遇见更精彩的自己，一起结伴同行
Yuan2016,371327,http://img.7799520.com/data/attachment/avatar/201610/02/371327/avatar_big.jpg,158,大专,广东,广州,1987,2,相信第一感觉
小木沐,371283,http://img.7799520.com/data/attachment/avatar/201610/02/371283/avatar_big.jpg,160,本科,广东,广州,1991,2,愿得一人心，白首不相离
etuan5252,371237,http://img.7799520.com/data/attachment/avatar/201610/02/371237/avatar_big.jpg,171,本科,湖南,长沙,1992,2,不能为空
蘭子,371204,http://img.7799520.com/data/attachment/avatar/201610/02/371204/avatar_big.jpg,168,本科,湖南,长沙,1988,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
亲亲禾,371200,http://img.7799520.com/data/attachment/avatar/201610/02/371200/avatar_big.jpg,163,本科,广东,深圳,1989,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
于丹丹女神,371112,http://img.7799520.com/data/attachment/avatar/201610/02/371112/avatar_big.jpg,167,高中,山东,青岛,1991,2,找一个能对我像丫头一样的男孩
欣欣。。。。,371040,http://img.7799520.com/data/attachment/avatar/201610/02/371040/avatar_big.jpg,164,初中,广东,广州,1995,2,颜佳
黄笑笑,371013,http://img.7799520.com/data/attachment/avatar/201610/02/371013/avatar_big.jpg,155,本科,广东,广州,1995,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
玖玖丸子,370821,http://img.7799520.com/data/attachment/avatar/201610/01/370821/avatar_big.jpg,161,本科,广东,广州,1989,2,愿上帝帮我找到我的另一半，给予他所有的幸福和我全部的爱
Vivi 20160929,370815,http://img.7799520.com/data/attachment/avatar/201610/01/370815/avatar_big.jpg,162,本科,广东,深圳,1992,2,相伴到白头
妮子2016,370809,http://img.7799520.com/data/attachment/avatar/201610/01/370809/avatar_big.jpg,158,本科,福建,厦门,1985,2,我很平凡，但是我绝不缺乏生活的热情和生命的梦想！我会孤单，但是我会一路找寻你的踪迹。早点遇见你，生命会更有意义！
芒果yy,370777,http://img.7799520.com/data/attachment/avatar/201610/01/370777/avatar_big.jpg,160,大专,广东,深圳,1988,2,合适就好
静女子,370768,http://img.7799520.com/data/attachment/avatar/201610/01/370768/avatar_big.jpg,169,大专,北京,北京,1988,2,择一城终老，遇一人白首，希望遇到你
素诔,370765,http://img.7799520.com/data/attachment/avatar/201610/01/370765/avatar_big.jpg,163,大专,山东,济南,1990,2,一个人累的时候，好想有个人陪在身边。静静的就好
KeVi,370682,http://img.7799520.com/data/attachment/avatar/201610/03/370682/avatar_big.jpg,160,大专,浙江,杭州,1986,2,因工作圈子原因认识男生较少，希望找个有责任心、爱心、阳光男生度过余生。
蔡丫头,370613,http://img.7799520.com/data/attachment/avatar/201610/01/370613/avatar_big.jpg,153,高中,广东,深圳,1995,2,我是个喜欢粘人的小女生
Sunshine girl,370516,http://img.7799520.com/data/attachment/avatar/201610/01/370516/avatar_big.jpg,165,大专,北京,北京,1989,2,找个人来一起生活，
漂流的瓶子,370450,http://img.7799520.com/data/attachment/avatar/201610/01/370450/avatar_big.jpg,155,初中,山东,济南,1985,2,执子之手与子携老
陈丽婷12,370427,http://img.7799520.com/data/attachment/avatar/201610/01/370427/avatar_big.jpg,170,本科,广东,广州,1992,2,找个男朋友
岩妹儿,370316,http://img.7799520.com/data/attachment/avatar/201610/01/370316/avatar_big.jpg,158,大专,山东,济南,1995,2,不用你喜欢也不用你讨厌
LY刁蛮公主,370312,http://img.7799520.com/data/attachment/avatar/201610/01/370312/avatar_big.jpg,161,大专,湖南,邵阳,1986,2,以笑开始，以吻转浓，以泪结束，以念余生
苹果8,370301,http://img.7799520.com/data/attachment/avatar/201610/01/370301/avatar_big.jpg,160,大专,湖南,长沙,1985,2,执子之手 与子偕老
段裔娜,370143,http://img.7799520.com/data/attachment/avatar/201703/03/370143/58b91c43cc444.png.thumb.jpg,160,本科,广东,广州,1993,2,最开始的时候想当英雄，想变超人，想成为被光环围绕的很厉害的人，后来啊，后来只想做一个普通人，养一只猫一条狗，有一个小房子，和一个爱人
杨胖子,370053,http://img.7799520.com/data/attachment/avatar/201609/30/370053/avatar_big.jpg,161,本科,北京,北京,1990,2,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？
黑夜的猫,370027,http://img.7799520.com/data/attachment/avatar/201609/30/370027/avatar_big.jpg,155,大专,福建,福州,1989,2,黑夜的猫
誝誩,369901,http://img.7799520.com/data/attachment/avatar/201609/30/369901/avatar_big.jpg,155,本科,广东,深圳,1987,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
tingzhi,369807,http://img.7799520.com/data/attachment/avatar/201609/30/369807/avatar_big.jpg,168,本科,广东,深圳,1990,2,诚信交友，相识即是缘分
Jessic,369662,http://img.7799520.com/data/attachment/avatar/201609/30/369662/avatar_big.jpg,161,大专,广东,深圳,1992,2,"我叫---
　　有时,我很喜欢安静的世界,自己安静地看看书、听听歌;有时,我很喜欢热闹的世界,和朋友们一起玩闹,一起谈天说地.这就是我,有时安静有时活泼的我.
　　"
董小小姐,369652,http://img.7799520.com/2017-12-31-1514650136-VrZUJVP7.png,163,本科,广东,深圳,1990,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
独爱你一人,369632,http://img.7799520.com/data/attachment/avatar/201609/30/369632/avatar_big.jpg,163,本科,湖南,湘潭,1986,2,"从此为你 / 隔绝思念
我愿 / 这一生 / 爱着你不变
Music now http://t.cn/Rcng5nn"
樱花yinghua,369615,http://img.7799520.com/data/attachment/avatar/201609/30/369615/avatar_big.jpg,163,大专,北京,北京,1988,2,..真诚征婚
酒仙儿Abby,369604,http://img.7799520.com/data/attachment/avatar/201609/30/369604/avatar_big.jpg,160,大专,浙江,杭州,1994,2,找个男朋友给他世上最好的温柔
小青椒,369550,http://img.7799520.com/data/attachment/avatar/201609/29/369550/avatar_big.jpg,159,大专,广东,深圳,1983,2,只想找一个实在的人，过平凡的日子，你不需要多有钱，只要工作稳定，身体健康，没有其他不良恶习，我都可以接受，我并不是随便，因为我知道没有人是完美的，包括我自己。
小宜子,369434,http://img.7799520.com/data/attachment/avatar/201609/29/369434/avatar_big.jpg,159,大专,浙江,台州,1991,2,找个爱我的人过一生
清晨love晨曦,369429,http://img.7799520.com/data/attachment/avatar/201609/29/369429/avatar_big.jpg,164,本科,湖南,长沙,1987,2,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
一个人的精彩12,369356,http://img.7799520.com/data/attachment/avatar/201609/29/369356/avatar_big.jpg.thumb.jpg,165,大专,广东,深圳,1985,2,我是一个独立自主的女性，在深圳工作十年了，已经在这里定居了。喜欢这座年轻的城市，也喜欢和我一样在这座城市努力工作的人。一个人虽然也精彩，但是我希望两个人更精彩！
魔人啾啾,369283,http://img.7799520.com/data/attachment/avatar/201609/29/369283/avatar_big.jpg,163,本科,浙江,杭州,1990,2,独立的逗比
秋凉,369282,http://img.7799520.com/data/attachment/avatar/201609/29/369282/avatar_big.jpg,157,本科,福建,福州,1991,2,如果是你晚一点也没关系
橘子._.柚子,369228,http://img.7799520.com/data/attachment/avatar/201609/29/369228/avatar_big.jpg,155,大专,湖南,长沙,1990,2,始终相信，终有一天有个人会许我一世，容我一世
秋凉半夏,369164,http://img.7799520.com/data/attachment/avatar/201609/29/369164/avatar_big.jpg.thumb.jpg,167,本科,广东,深圳,1983,2,关于我:目前在深圳中心一家贸易公司做项目管理，工作相对稳定，收入可观。 爱运动，爱美食，能烧几个拿手小菜，有时间就会去跑步，喜欢大汗淋淋，气喘吁吁的感觉。有点小洁癖，喜欢把家里打扫得一尘不染。 感情方面:曾有过一段为时三年的恋爱。由于恋前不够了解对方，恋后才发现双方的性格和家庭差异太大，加之分隔两地，最终选择好聚好散，各自安好。经历一次失败的感情后，我无法将就，也更懂得珍惜。因为我相信，有着同样心境的那个人也在寻找着我。 希望你:成熟稳重，拥有一颗善良的心和担当能力。可以略大几岁但不能接受姐弟恋，我认为多
CeciHwang,369156,http://img.7799520.com/155ce361-e5b3-4a47-b6fa-f048dd643462,171,中专,广东,广州,1989,2,89年广州女。平时喜欢看电影，看小说，跑山。如果你希望寻找可以相互 尊重、欣赏、扶持和成长的伴侣，欢迎与 我联系。希望未来的生活可以甘苦与共， 在广州这个大都市里打造一片属于自己的 温暖天地。
香雪海零,369132,http://img.7799520.com/data/attachment/avatar/201609/29/369132/avatar_big.jpg.thumb.jpg,152,大专,福建,厦门,1985,2,安静，淑女，是刚认识我的朋友们对我的第一印象；但是，接触久了，大家就会发现我很活泼，有时还有点小幽默。在公司里，大家说我是部门里的开心果，开朗，还有些古灵精怪，所以，从大学到公司，我身边一直都不乏朋友，因为我一直相信，当我以诚相待的时候，对方也会用真心回应我。 &lt;BR&gt;一直喜欢张爱玲的那句话：“于千万人之中，遇见你要遇见的人。于千万年之中，时间无涯的荒野里，没有早一步，也没有迟一步，遇上了也只能轻轻地说一句：“哦，你也在这里吗？”&lt;BR&gt;希望能找位有爱心，孝心，上进心。并能与我同甘
ANNISUN,369131,http://img.7799520.com/data/attachment/avatar/201609/29/369131/avatar_big.jpg,164,大专,福建,厦门,1994,2,疼我宠我就好
雨思,369105,http://img.7799520.com/data/attachment/avatar/201609/29/369105/avatar_big.jpg,150,初中,广西,玉林,1994,2,愿每一天和谐
Wave.,369017,http://img.7799520.com/data/attachment/avatar/201609/29/369017/avatar_big.jpg,168,本科,浙江,杭州,1994,2,如果让我在这里遇见你，会不会是个奇迹呢，曾经无数次幻想过未来另一半的样子，朦胧而亲切，找寻至今，我才相信，爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？
漂漂的心灵,369001,http://img.7799520.com/data/attachment/avatar/201609/29/369001/avatar_big.jpg,158,初中,广东,深圳,1982,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
smile空白,368978,http://img.7799520.com/data/attachment/avatar/201609/29/368978/avatar_big.jpg,165,大专,上海,上海,1997,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
ho ho,368952,http://img.7799520.com/data/attachment/avatar/201609/28/368952/avatar_big.jpg,167,本科,山东,青岛,1991,2,不忘初心
mengyao,368883,http://img.7799520.com/data/attachment/avatar/201609/28/368883/avatar_big.jpg,165,本科,广东,深圳,1982,2,相遇相知只为找到对的那个人。
KANATA,368857,http://img.7799520.com/2018-01-28-1517076546-gU6bNSJk.png,169,本科,江苏,南京,1993,2,帅哥快到我碗里来
大女生,368828,http://img.7799520.com/data/attachment/avatar/201609/28/368828/avatar_big.jpg,160,大专,广东,深圳,1992,2,"或许就在这么不经意间遇见了你⋯⋯
相信我会是你想要找的那个人。"
唯你钟琴,368801,http://img.7799520.com/data/attachment/avatar/201609/28/368801/avatar_big.jpg,162,大专,湖北,武汉,1992,2,我想找一个成熟.顾家.孝顺.能承受我有点小脾气的.但是不能是赌徒.爱赌的坚决不会考虑
qdlolita,368798,http://img.7799520.com/data/attachment/avatar/201609/28/368798/avatar_big.jpg,156,本科,浙江,杭州,1992,2,希望遇到一个和自己性格合得来，能够互补的人可以过一辈子
sugar辛,368730,http://img.7799520.com/data/attachment/avatar/201609/28/368730/avatar_big.jpg,160,本科,广东,广州,1990,2,找懂我的，会呵护我的，专情的人，相敬如宾，相濡以沫，相互包容，能为美好生活一起努力加油！
木易子,368704,http://img.7799520.com/data/attachment/avatar/201702/08/368704/589ae6ac637b9.jpg.thumb.jpg,158,本科,福建,福州,1991,2,我相信缘分，我在等待！如果你是个真诚、有责任感的男人，如果你想找个工作稳定，善良有修养的女人，请多关注我，让我们携手共同创造一个美好的家。 　　非诚勿扰，谢谢。
嗯嗯baby,368626,http://img.7799520.com/data/attachment/avatar/201609/28/368626/avatar_big.jpg,178,大专,浙江,杭州,1984,2,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得这里真的很好，美丽的缘分，也许就是给我的最美丽的暗示吧。
小困,368570,http://img.7799520.com/data/attachment/avatar/201709/11/368570/59b5f36d04a33.jpg.thump.jpg,171,本科,广东,深圳,1989,2,征婚：广东男，28-32岁，身高175cm以上，可以给我来信
悦欣,368522,http://img.7799520.com/data/attachment/avatar/201609/28/368522/avatar_big.jpg,153,本科,广东,深圳,1991,2,做最好的自己
赵晴,368445,http://img.7799520.com/data/attachment/avatar/201609/28/368445/avatar_big.jpg,163,大专,广东,深圳,1989,2,很高兴认识你们，加我微吧，Ding880889
until you,368408,http://img.7799520.com/data/attachment/avatar/201609/28/368408/avatar_big.jpg,166,高中,广东,惠州,1989,2,如果你是我的决定 .我愿意每天在你身边苏醒
小檬,368287,http://img.7799520.com/data/attachment/avatar/201609/27/368287/avatar_big.jpg,156,大专,浙江,杭州,1989,2,愿得一人心，白首不相离
一棵小小草,368286,http://img.7799520.com/data/attachment/avatar/201609/27/368286/avatar_big.jpg,165,大专,山东,青岛,1983,2,个人相貌平平，但是还是有点思想，有点个人主见。对自己以后的生活和事业有一定的规划，但是计划不如变化呀，自己总要有点应变的能力。我认为我心目中的另一位，是一个有主见，有思想，温柔贤惠，孝敬父母（这个首要的，满足不了这个，我是绝对不交的，无论男女，呵呵……个人原则），长的咋样这个只是表象，关键看是否有颗善良的心，嘿嘿……就这么多吧。
